bid_id,period,bucket_id,bid_type,zone,quantity,price,num_periods,link
2218558783,2,6,S,TR1,155,2000,1,
2218558942,1,7,S,TR1,158,0,1,
2218558942,2,7,S,TR1,158,2000,1,
2218559101,1,8,S,TR1,175,0,1,
2218559101,2,8,S,TR1,175,2000,1,
2218559260,1,9,S,TR1,180,0,1,
2218559260,2,9,S,TR1,180,2000,1,
2218559419,1,10,S,TR1,275,0,1,
2218559419,2,10,S,TR1,275,2000,1,
2218559578,1,11,S,TR1,328,0,1,
2218559578,2,11,S,TR1,328,2000,1,
2218559737,1,12,S,TR1,317,0,1,
2218559737,2,12,S,TR1,317,2000,1,
2218559896,1,13,S,TR1,325,0,1,
2218559896,2,13,S,TR1,325,2000,1,
2218560055,1,14,S,TR1,283,0,1,
2218560055,2,14,S,TR1,283,2000,1,
2218560214,1,15,S,TR1,310,0,1,
2218560214,2,15,S,TR1,310,2000,1,
2218560373,1,16,S,TR1,324,0,1,
2218560373,2,16,S,TR1,324,2000,1,
2218560532,1,17,S,TR1,309,0,1,
2218560532,2,17,S,TR1,309,2000,1,
2218560691,1,18,S,TR1,275,0,1,
2218560691,2,18,S,TR1,275,2000,1,
2218560850,1,19,S,TR1,248,0,1,
2218560850,2,19,S,TR1,248,2000,1,
2218561009,1,20,S,TR1,198,0,1,
2218561009,2,20,S,TR1,198,2000,1,
2218561168,1,21,S,TR1,238,0,1,
2218561168,2,21,S,TR1,238,2000,1,
2218561327,1,22,S,TR1,221,0,1,
2218561327,2,22,S,TR1,221,2000,1,
2218561486,1,23,S,TR1,230,0,1,
2218561486,2,23,S,TR1,230,2000,1,
2218561645,1,24,S,TR1,219,0,1,
2218561645,2,24,S,TR1,219,2000,1,
2219133197,1,1,S,TR1,100,0,1,
2219133197,2,1,S,TR1,100,100,1,
2219133197,3,1,S,TR1,0,100.01,1,
2219133197,4,1,S,TR1,0,164.99,1,
2219133197,5,1,S,TR1,-100,165,1,
2219133197,6,1,S,TR1,-100,2000,1,
2219133568,1,2,S,TR1,100,0,1,
2219133568,2,2,S,TR1,100,100,1,
2219133568,3,2,S,TR1,0,100.01,1,
2219133568,4,2,S,TR1,0,164.99,1,
2219133568,5,2,S,TR1,-100,165,1,
2219133568,6,2,S,TR1,-100,2000,1,
2219133939,1,3,S,TR1,100,0,1,
2219133939,2,3,S,TR1,100,100,1,
2219133939,3,3,S,TR1,0,100.01,1,
2219133939,4,3,S,TR1,0,164.99,1,
2219133939,5,3,S,TR1,-100,165,1,
2219133939,6,3,S,TR1,-100,2000,1,
2219134310,1,4,S,TR1,100,0,1,
2219134310,2,4,S,TR1,100,100,1,
2219134310,3,4,S,TR1,0,100.01,1,
2219134310,4,4,S,TR1,0,164.99,1,
2219134310,5,4,S,TR1,-100,165,1,
2219134310,6,4,S,TR1,-100,2000,1,
2219134681,1,5,S,TR1,100,0,1,
2219134681,2,5,S,TR1,100,100,1,
2219134681,3,5,S,TR1,0,100.01,1,
2219134681,4,5,S,TR1,0,164.99,1,
2219134681,5,5,S,TR1,-100,165,1,
2219134681,6,5,S,TR1,-100,2000,1,
2219135052,1,6,S,TR1,100,0,1,
2219135052,2,6,S,TR1,100,100,1,
2219135052,3,6,S,TR1,0,100.01,1,
2219135052,4,6,S,TR1,0,164.99,1,
2219135052,5,6,S,TR1,-100,165,1,
2219135052,6,6,S,TR1,-100,2000,1,
2219135423,1,7,S,TR1,100,0,1,
2219135423,2,7,S,TR1,100,100,1,
2219135423,3,7,S,TR1,0,100.01,1,
2219135423,4,7,S,TR1,0,164.99,1,
2219135423,5,7,S,TR1,-100,165,1,
2219135423,6,7,S,TR1,-100,2000,1,
2219135794,1,8,S,TR1,100,0,1,
2219135794,2,8,S,TR1,100,100,1,
2219135794,3,8,S,TR1,0,100.01,1,
2219135794,4,8,S,TR1,0,164.99,1,
2219135794,5,8,S,TR1,-100,165,1,
2219135794,6,8,S,TR1,-100,2000,1,
2219136165,1,9,S,TR1,100,0,1,
2219136165,2,9,S,TR1,100,100,1,
2219136165,3,9,S,TR1,0,100.01,1,
2219136165,4,9,S,TR1,0,164.99,1,
2219136165,5,9,S,TR1,-100,165,1,
2219136165,6,9,S,TR1,-100,2000,1,
2219136536,1,10,S,TR1,100,0,1,
2219136536,2,10,S,TR1,100,100,1,
2219136536,3,10,S,TR1,0,100.01,1,
2219136536,4,10,S,TR1,0,164.99,1,
2219136536,5,10,S,TR1,-100,165,1,
2219136536,6,10,S,TR1,-100,2000,1,
2219136907,1,11,S,TR1,100,0,1,
2219136907,2,11,S,TR1,100,100,1,
2219136907,3,11,S,TR1,0,100.01,1,
2219136907,4,11,S,TR1,0,164.99,1,
2219136907,5,11,S,TR1,-100,165,1,
2219136907,6,11,S,TR1,-100,2000,1,
2219137278,1,12,S,TR1,100,0,1,
2219137278,2,12,S,TR1,100,100,1,
2219137278,3,12,S,TR1,0,100.01,1,
2219137278,4,12,S,TR1,0,164.99,1,
2219137278,5,12,S,TR1,-100,165,1,
2219137278,6,12,S,TR1,-100,2000,1,
2219137649,1,13,S,TR1,100,0,1,
2219137649,2,13,S,TR1,100,100,1,
2219137649,3,13,S,TR1,0,100.01,1,
2219137649,4,13,S,TR1,0,164.99,1,
2219137649,5,13,S,TR1,-100,165,1,
2219137649,6,13,S,TR1,-100,2000,1,
2219138020,1,14,S,TR1,100,0,1,
2219138020,2,14,S,TR1,100,100,1,
2219138020,3,14,S,TR1,0,100.01,1,
2219138020,4,14,S,TR1,0,164.99,1,
2219138020,5,14,S,TR1,-100,165,1,
2219138020,6,14,S,TR1,-100,2000,1,
2219138391,1,15,S,TR1,100,0,1,
2219138391,2,15,S,TR1,100,100,1,
2219138391,3,15,S,TR1,0,100.01,1,
2219138391,4,15,S,TR1,0,164.99,1,
2219138391,5,15,S,TR1,-100,165,1,
2219138391,6,15,S,TR1,-100,2000,1,
2219138762,1,16,S,TR1,100,0,1,
2219138762,2,16,S,TR1,100,100,1,
2219138762,3,16,S,TR1,0,100.01,1,
2219138762,4,16,S,TR1,0,164.99,1,
2219138762,5,16,S,TR1,-100,165,1,
2219138762,6,16,S,TR1,-100,2000,1,
2219139133,1,17,S,TR1,100,0,1,
2219139133,2,17,S,TR1,100,100,1,
2219139133,3,17,S,TR1,0,100.01,1,
2219139133,4,17,S,TR1,0,164.99,1,
2219139133,5,17,S,TR1,-100,165,1,
2219139133,6,17,S,TR1,-100,2000,1,
2219139504,1,18,S,TR1,100,0,1,
2219139504,2,18,S,TR1,100,100,1,
2219139504,3,18,S,TR1,0,100.01,1,
2219139504,4,18,S,TR1,0,164.99,1,
2219139504,5,18,S,TR1,-100,165,1,
2219139504,6,18,S,TR1,-100,2000,1,
2219139875,1,19,S,TR1,100,0,1,
2219139875,2,19,S,TR1,100,100,1,
2219139875,3,19,S,TR1,0,100.01,1,
2219139875,4,19,S,TR1,0,164.99,1,
2219139875,5,19,S,TR1,-100,165,1,
2219139875,6,19,S,TR1,-100,2000,1,
2219140246,1,20,S,TR1,100,0,1,
2219140246,2,20,S,TR1,100,100,1,
2219140246,3,20,S,TR1,0,100.01,1,
2219140246,4,20,S,TR1,0,164.99,1,
2219140246,5,20,S,TR1,-100,165,1,
2219140246,6,20,S,TR1,-100,2000,1,
2219140617,1,21,S,TR1,100,0,1,
2219140617,2,21,S,TR1,100,100,1,
2219140617,3,21,S,TR1,0,100.01,1,
2219140617,4,21,S,TR1,0,164.99,1,
2219140617,5,21,S,TR1,-100,165,1,
2219140617,6,21,S,TR1,-100,2000,1,
2219140988,1,22,S,TR1,100,0,1,
2219140988,2,22,S,TR1,100,100,1,
2219140988,3,22,S,TR1,0,100.01,1,
2219140988,4,22,S,TR1,0,164.99,1,
2219140988,5,22,S,TR1,-100,165,1,
2219140988,6,22,S,TR1,-100,2000,1,
2219141359,1,23,S,TR1,100,0,1,
2219141359,2,23,S,TR1,100,100,1,
2219141359,3,23,S,TR1,0,100.01,1,
2219141359,4,23,S,TR1,0,164.99,1,
2219141359,5,23,S,TR1,-100,165,1,
2219141359,6,23,S,TR1,-100,2000,1,
2219141730,1,24,S,TR1,100,0,1,
2219141730,2,24,S,TR1,100,100,1,
2219141730,3,24,S,TR1,0,100.01,1,
2219141730,4,24,S,TR1,0,164.99,1,
2219141730,5,24,S,TR1,-100,165,1,
2219141730,6,24,S,TR1,-100,2000,1,
2219275820,1,1,S,TR1,30,0,1,
2219275820,2,1,S,TR1,30,2000,1,
2219275979,1,2,S,TR1,30,0,1,
2219275979,2,2,S,TR1,30,2000,1,
2219276138,1,3,S,TR1,30,0,1,
2219276138,2,3,S,TR1,30,2000,1,
2219276297,1,4,S,TR1,30,0,1,
2219276297,2,4,S,TR1,30,2000,1,
2219276456,1,5,S,TR1,30,0,1,
2219276456,2,5,S,TR1,30,2000,1,
2219276615,1,6,S,TR1,30,0,1,
2219276615,2,6,S,TR1,30,2000,1,
2219276774,1,7,S,TR1,30,0,1,
2219276774,2,7,S,TR1,30,2000,1,
2219276933,1,8,S,TR1,30,0,1,
2219276933,2,8,S,TR1,30,2000,1,
2219277092,1,9,S,TR1,30,0,1,
2219277092,2,9,S,TR1,30,2000,1,
2219277251,1,10,S,TR1,30,0,1,
2219277251,2,10,S,TR1,30,2000,1,
2219277410,1,11,S,TR1,30,0,1,
2219277410,2,11,S,TR1,30,2000,1,
2219277569,1,12,S,TR1,30,0,1,
2219277569,2,12,S,TR1,30,2000,1,
2219277728,1,13,S,TR1,30,0,1,
2219277728,2,13,S,TR1,30,2000,1,
2219277887,1,14,S,TR1,30,0,1,
2219277887,2,14,S,TR1,30,2000,1,
2219278046,1,15,S,TR1,30,0,1,
2219278046,2,15,S,TR1,30,2000,1,
2219278205,1,16,S,TR1,30,0,1,
2219278205,2,16,S,TR1,30,2000,1,
2219278364,1,17,S,TR1,30,0,1,
2219278364,2,17,S,TR1,30,2000,1,
2219278523,1,18,S,TR1,30,0,1,
2219278523,2,18,S,TR1,30,2000,1,
2219278682,1,19,S,TR1,30,0,1,
2219278682,2,19,S,TR1,30,2000,1,
2219278841,1,20,S,TR1,30,0,1,
2219278841,2,20,S,TR1,30,2000,1,
2219279000,1,21,S,TR1,30,0,1,
2219279000,2,21,S,TR1,30,2000,1,
2219279159,1,22,S,TR1,30,0,1,
2219279159,2,22,S,TR1,30,2000,1,
2219279318,1,23,S,TR1,30,0,1,
2219279318,2,23,S,TR1,30,2000,1,
2219279477,1,24,S,TR1,30,0,1,
2219279477,2,24,S,TR1,30,2000,1,
2219556455,1,1,S,TR1,221,0,1,
2219556455,2,1,S,TR1,221,2000,1,
2219556614,1,2,S,TR1,139,0,1,
2219556614,2,2,S,TR1,139,2000,1,
2219556773,1,3,S,TR1,85,0,1,
2219556773,2,3,S,TR1,85,2000,1,
2219556932,1,4,S,TR1,59,0,1,
2219556932,2,4,S,TR1,59,2000,1,
2219557091,1,5,S,TR1,51,0,1,
2219557091,2,5,S,TR1,51,2000,1,
2219557250,1,6,S,TR1,148,0,1,
2219557250,2,6,S,TR1,148,2000,1,
2219557409,1,7,S,TR1,64,0,1,
2219557409,2,7,S,TR1,64,2000,1,
2219557568,1,8,S,TR1,-54,0,1,
2219557568,2,8,S,TR1,-54,2000,1,
2219557727,1,9,S,TR1,-109,0,1,
2219557727,2,9,S,TR1,-109,2000,1,
2219557886,1,10,S,TR1,-140,0,1,
2219557886,2,10,S,TR1,-140,2000,1,
2219558045,1,11,S,TR1,-189,0,1,
2219558045,2,11,S,TR1,-189,2000,1,
2219558204,1,12,S,TR1,-165,0,1,
2219558204,2,12,S,TR1,-165,2000,1,
2219558363,1,13,S,TR1,-127,0,1,
2219558363,2,13,S,TR1,-127,2000,1,
2219558522,1,14,S,TR1,-257,0,1,
2219558522,2,14,S,TR1,-257,2000,1,
2219558681,1,15,S,TR1,-321,0,1,
2219558681,2,15,S,TR1,-321,2000,1,
2219558840,1,16,S,TR1,-359,0,1,
2219558840,2,16,S,TR1,-359,2000,1,
2219558999,1,17,S,TR1,-278,0,1,
2219558999,2,17,S,TR1,-278,2000,1,
2219559158,1,18,S,TR1,-3,0,1,
2219559158,2,18,S,TR1,-3,2000,1,
2219559317,1,19,S,TR1,311,0,1,
2219559317,2,19,S,TR1,311,2000,1,
2219559476,1,20,S,TR1,325,0,1,
2219559476,2,20,S,TR1,325,2000,1,
2219559635,1,21,S,TR1,265,0,1,
2219559635,2,21,S,TR1,265,2000,1,
2219559794,1,22,S,TR1,184,0,1,
2219559794,2,22,S,TR1,184,2000,1,
2219559953,1,23,S,TR1,329,0,1,
2219559953,2,23,S,TR1,329,2000,1,
2219560112,1,24,S,TR1,250,0,1,
2219560112,2,24,S,TR1,250,2000,1,
2219803117,1,1,S,TR1,31,0,1,
2219803117,2,1,S,TR1,31,2000,1,
2219803276,1,2,S,TR1,29,0,1,
2219803276,2,2,S,TR1,29,2000,1,
2219803435,1,3,S,TR1,29,0,1,
2219803435,2,3,S,TR1,29,2000,1,
2219803594,1,4,S,TR1,27,0,1,
2219803594,2,4,S,TR1,27,2000,1,
2219803753,1,5,S,TR1,27,0,1,
2219803753,2,5,S,TR1,27,2000,1,
2219803912,1,6,S,TR1,27,0,1,
2219803912,2,6,S,TR1,27,2000,1,
2219804071,1,7,S,TR1,32,0,1,
2219804071,2,7,S,TR1,32,2000,1,
2219804230,1,8,S,TR1,40,0,1,
2219804230,2,8,S,TR1,40,2000,1,
2219804389,1,9,S,TR1,48,0,1,
2219804389,2,9,S,TR1,48,2000,1,
2219804548,1,10,S,TR1,58,0,1,
2219804548,2,10,S,TR1,58,2000,1,
2219804707,1,11,S,TR1,63,0,1,
2219804707,2,11,S,TR1,63,2000,1,
2219804866,1,12,S,TR1,63,0,1,
2219804866,2,12,S,TR1,63,2000,1,
2219805025,1,13,S,TR1,63,0,1,
2219805025,2,13,S,TR1,63,2000,1,
2219805184,1,14,S,TR1,65,0,1,
2219805184,2,14,S,TR1,65,2000,1,
2219805343,1,15,S,TR1,65,0,1,
2219805343,2,15,S,TR1,65,2000,1,
2219805502,1,16,S,TR1,65,0,1,
2219805502,2,16,S,TR1,65,2000,1,
2219805661,1,17,S,TR1,63,0,1,
2219805661,2,17,S,TR1,63,2000,1,
2219805820,1,18,S,TR1,44,0,1,
2219805820,2,18,S,TR1,44,2000,1,
2219805979,1,19,S,TR1,38,0,1,
2219805979,2,19,S,TR1,38,2000,1,
2219806138,1,20,S,TR1,36,0,1,
2219806138,2,20,S,TR1,36,2000,1,
2219806297,1,21,S,TR1,34,0,1,
2219806297,2,21,S,TR1,34,2000,1,
2219806456,1,22,S,TR1,36,0,1,
2219806456,2,22,S,TR1,36,2000,1,
2219806615,1,23,S,TR1,37,0,1,
2219806615,2,23,S,TR1,37,2000,1,
2219806774,1,24,S,TR1,37,0,1,
2219806774,2,24,S,TR1,37,2000,1,
2220012149,1,1,S,TR1,-1246,0,1,
2220012149,2,1,S,TR1,-1246,2000,1,
2220012308,1,2,S,TR1,-1246,0,1,
2220012308,2,2,S,TR1,-1246,2000,1,
2220012467,1,3,S,TR1,-1247,0,1,
2220012467,2,3,S,TR1,-1247,2000,1,
2220012626,1,4,S,TR1,-1247,0,1,
2220012626,2,4,S,TR1,-1247,2000,1,
2220012785,1,5,S,TR1,-1247,0,1,
2220012785,2,5,S,TR1,-1247,2000,1,
2220012944,1,6,S,TR1,-1246,0,1,
2220012944,2,6,S,TR1,-1246,2000,1,
2220013103,1,7,S,TR1,-1245,0,1,
2220013103,2,7,S,TR1,-1245,2000,1,
2220013262,1,8,S,TR1,-1244,0,1,
2220013262,2,8,S,TR1,-1244,2000,1,
2220013421,1,9,S,TR1,-1243,0,1,
2220013421,2,9,S,TR1,-1243,2000,1,
2220013580,1,10,S,TR1,-1243,0,1,
2220013580,2,10,S,TR1,-1243,2000,1,
2220013739,1,11,S,TR1,-1242,0,1,
2220013739,2,11,S,TR1,-1242,2000,1,
2220013898,1,12,S,TR1,-1242,0,1,
2220013898,2,12,S,TR1,-1242,2000,1,
2220014057,1,13,S,TR1,-1242,0,1,
2220014057,2,13,S,TR1,-1242,2000,1,
2220014216,1,14,S,TR1,-1242,0,1,
2220014216,2,14,S,TR1,-1242,2000,1,
2220014375,1,15,S,TR1,-1242,0,1,
2220014375,2,15,S,TR1,-1242,2000,1,
2220014534,1,16,S,TR1,-1242,0,1,
2220014534,2,16,S,TR1,-1242,2000,1,
2220014693,1,17,S,TR1,-1242,0,1,
2220014693,2,17,S,TR1,-1242,2000,1,
2220014852,1,18,S,TR1,-1243,0,1,
2220014852,2,18,S,TR1,-1243,2000,1,
2220015011,1,19,S,TR1,-1244,0,1,
2220015011,2,19,S,TR1,-1244,2000,1,
2220015170,1,20,S,TR1,-1244,0,1,
2220015170,2,20,S,TR1,-1244,2000,1,
2220015329,1,21,S,TR1,-1244,0,1,
2220015329,2,21,S,TR1,-1244,2000,1,
2220015488,1,22,S,TR1,-1244,0,1,
2220015488,2,22,S,TR1,-1244,2000,1,
2220015647,1,23,S,TR1,-1245,0,1,
2220015647,2,23,S,TR1,-1245,2000,1,
2220015806,1,24,S,TR1,-1246,0,1,
2220015806,2,24,S,TR1,-1246,2000,1,
2220706661,1,1,S,TR1,-99,0,1,
2220706661,2,1,S,TR1,-99,2000,1,
2220706820,1,2,S,TR1,-103,0,1,
2220706820,2,2,S,TR1,-103,2000,1,
2220706979,1,3,S,TR1,-111,0,1,
2220706979,2,3,S,TR1,-111,2000,1,
2220707138,1,4,S,TR1,-115,0,1,
2220707138,2,4,S,TR1,-115,2000,1,
2220707297,1,5,S,TR1,-115,0,1,
2220707297,2,5,S,TR1,-115,2000,1,
2220707456,1,6,S,TR1,-116,0,1,
2220707456,2,6,S,TR1,-116,2000,1,
2220707615,1,7,S,TR1,-82,0,1,
2220707615,2,7,S,TR1,-82,2000,1,
2220707774,1,8,S,TR1,-56,0,1,
2220707774,2,8,S,TR1,-56,2000,1,
2220707933,1,9,S,TR1,-6,0,1,
2220707933,2,9,S,TR1,-6,2000,1,
2220708092,1,10,S,TR1,28,0,1,
2220708092,2,10,S,TR1,28,2000,1,
2220708251,1,11,S,TR1,60,0,1,
2220708251,2,11,S,TR1,60,2000,1,
2220708410,1,12,S,TR1,73,0,1,
2220708410,2,12,S,TR1,73,2000,1,
2220708569,1,13,S,TR1,68,0,1,
2220708569,2,13,S,TR1,68,2000,1,
2220708728,1,14,S,TR1,77,0,1,
2220708728,2,14,S,TR1,77,2000,1,
2220708887,1,15,S,TR1,79,0,1,
2220708887,2,15,S,TR1,79,2000,1,
2220709046,1,16,S,TR1,77,0,1,
2220709046,2,16,S,TR1,77,2000,1,
2220709205,1,17,S,TR1,64,0,1,
2220709205,2,17,S,TR1,64,2000,1,
2220709364,1,18,S,TR1,9,0,1,
2220709364,2,18,S,TR1,9,2000,1,
2220709523,1,19,S,TR1,-7,0,1,
2220709523,2,19,S,TR1,-7,2000,1,
2220709682,1,20,S,TR1,-15,0,1,
2220709682,2,20,S,TR1,-15,2000,1,
2220709841,1,21,S,TR1,-27,0,1,
2220709841,2,21,S,TR1,-27,2000,1,
2220710000,1,22,S,TR1,-33,0,1,
2220710000,2,22,S,TR1,-33,2000,1,
2220710159,1,23,S,TR1,-49,0,1,
2220710159,2,23,S,TR1,-49,2000,1,
2220710318,1,24,S,TR1,-78,0,1,
2220710318,2,24,S,TR1,-78,2000,1,
2220975954,1,1,S,TR1,189,0,1,
2220975954,2,1,S,TR1,189,381,1,
2220975954,3,1,S,TR1,1,382,1,
2220975954,4,1,S,TR1,0,2000,1,
2220976219,1,2,S,TR1,180,0,1,
2220976219,2,2,S,TR1,180,381,1,
2220976219,3,2,S,TR1,1,382,1,
2220976219,4,2,S,TR1,0,2000,1,
2220976484,1,3,S,TR1,168,0,1,
2220976484,2,3,S,TR1,168,381,1,
2220976484,3,3,S,TR1,1,382,1,
2220976484,4,3,S,TR1,0,2000,1,
2220976749,1,4,S,TR1,160,0,1,
2220976749,2,4,S,TR1,160,381,1,
2220976749,3,4,S,TR1,1,382,1,
2220976749,4,4,S,TR1,0,2000,1,
2220977014,1,5,S,TR1,165,0,1,
2220977014,2,5,S,TR1,165,381,1,
2220977014,3,5,S,TR1,1,382,1,
2220977014,4,5,S,TR1,0,2000,1,
2220977279,1,6,S,TR1,165,0,1,
2220977279,2,6,S,TR1,165,381,1,
2220977279,3,6,S,TR1,1,382,1,
2220977279,4,6,S,TR1,0,2000,1,
2220977544,1,7,S,TR1,200,0,1,
2220977544,2,7,S,TR1,200,381,1,
2220977544,3,7,S,TR1,1,382,1,
2220977544,4,7,S,TR1,0,2000,1,
2220977809,1,8,S,TR1,222,0,1,
2220977809,2,8,S,TR1,222,381,1,
2220977809,3,8,S,TR1,1,382,1,
2220977809,4,8,S,TR1,0,2000,1,
2220978074,1,9,S,TR1,265,0,1,
2220978074,2,9,S,TR1,265,381,1,
2220978074,3,9,S,TR1,1,382,1,
2220978074,4,9,S,TR1,0,2000,1,
2220978339,1,10,S,TR1,292,0,1,
2220978339,2,10,S,TR1,292,381,1,
2220978339,3,10,S,TR1,1,382,1,
2220978339,4,10,S,TR1,0,2000,1,
2220978604,1,11,S,TR1,309,0,1,
2220978604,2,11,S,TR1,309,381,1,
2220978604,3,11,S,TR1,1,382,1,
2220978604,4,11,S,TR1,0,2000,1,
2220978869,1,12,S,TR1,323,0,1,
2220978869,2,12,S,TR1,323,381,1,
2220978869,3,12,S,TR1,1,382,1,
2220978869,4,12,S,TR1,0,2000,1,
2220979134,1,13,S,TR1,323,0,1,
2220979134,2,13,S,TR1,323,381,1,
2220979134,3,13,S,TR1,1,382,1,
2220979134,4,13,S,TR1,0,2000,1,
2220979399,1,14,S,TR1,324,0,1,
2220979399,2,14,S,TR1,324,381,1,
2220979399,3,14,S,TR1,1,382,1,
2220979399,4,14,S,TR1,0,2000,1,
2220979664,1,15,S,TR1,327,0,1,
2220979664,2,15,S,TR1,327,381,1,
2220979664,3,15,S,TR1,1,382,1,
2220979664,4,15,S,TR1,0,2000,1,
2220979929,1,16,S,TR1,327,0,1,
2220979929,2,16,S,TR1,327,381,1,
2220979929,3,16,S,TR1,1,382,1,
2220979929,4,16,S,TR1,0,2000,1,
2220980194,1,17,S,TR1,323,0,1,
2220980194,2,17,S,TR1,323,381,1,
2220980194,3,17,S,TR1,1,382,1,
2220980194,4,17,S,TR1,0,2000,1,
2220980459,1,18,S,TR1,300,0,1,
2220980459,2,18,S,TR1,300,381,1,
2220980459,3,18,S,TR1,1,382,1,
2220980459,4,18,S,TR1,0,2000,1,
2220980724,1,19,S,TR1,285,0,1,
2220980724,2,19,S,TR1,285,381,1,
2220980724,3,19,S,TR1,1,382,1,
2220980724,4,19,S,TR1,0,2000,1,
2220980989,1,20,S,TR1,275,0,1,
2220980989,2,20,S,TR1,275,381,1,
2220980989,3,20,S,TR1,1,382,1,
2220980989,4,20,S,TR1,0,2000,1,
2220981254,1,21,S,TR1,257,0,1,
2220981254,2,21,S,TR1,257,381,1,
2220981254,3,21,S,TR1,1,382,1,
2220981254,4,21,S,TR1,0,2000,1,
2220981519,1,22,S,TR1,250,0,1,
2220981519,2,22,S,TR1,250,381,1,
2220981519,3,22,S,TR1,1,382,1,
2220981519,4,22,S,TR1,0,2000,1,
2220981784,1,23,S,TR1,208,0,1,
2220981784,2,23,S,TR1,208,381,1,
2220981784,3,23,S,TR1,1,382,1,
2220981784,4,23,S,TR1,0,2000,1,
2220982049,1,24,S,TR1,200,0,1,
2220982049,2,24,S,TR1,200,381,1,
2220982049,3,24,S,TR1,1,382,1,
2220982049,4,24,S,TR1,0,2000,1,
2221102306,1,1,S,TR1,-3070,0,1,
2221102306,2,1,S,TR1,-3070,2000,1,
2221102465,1,9,S,TR1,-3070,0,1,
2221102465,2,9,S,TR1,-3070,2000,1,
2221102624,1,10,S,TR1,-3070,0,1,
2221102624,2,10,S,TR1,-3070,2000,1,
2221102783,1,11,S,TR1,-3070,0,1,
2221102783,2,11,S,TR1,-3070,2000,1,
2221102942,1,12,S,TR1,-3070,0,1,
2221102942,2,12,S,TR1,-3070,2000,1,
2221103101,1,13,S,TR1,-3070,0,1,
2221103101,2,13,S,TR1,-3070,2000,1,
2221103260,1,14,S,TR1,-3070,0,1,
2221103260,2,14,S,TR1,-3070,2000,1,
2221103419,1,15,S,TR1,-3070,0,1,
2221103419,2,15,S,TR1,-3070,2000,1,
2221103578,1,16,S,TR1,-3070,0,1,
2221103578,2,16,S,TR1,-3070,2000,1,
2221103737,1,17,S,TR1,-3070,0,1,
2221103737,2,17,S,TR1,-3070,2000,1,
2221103896,1,18,S,TR1,-3070,0,1,
2221103896,2,18,S,TR1,-3070,2000,1,
2221104055,1,19,S,TR1,-3070,0,1,
2221104055,2,19,S,TR1,-3070,2000,1,
2221104214,1,20,S,TR1,-3070,0,1,
2221104214,2,20,S,TR1,-3070,2000,1,
2221104373,1,21,S,TR1,-3070,0,1,
2221104373,2,21,S,TR1,-3070,2000,1,
2221104532,1,22,S,TR1,-3070,0,1,
2221104532,2,22,S,TR1,-3070,2000,1,
2221104691,1,23,S,TR1,-3070,0,1,
2221104691,2,23,S,TR1,-3070,2000,1,
2221104850,1,24,S,TR1,-3070,0,1,
